date,product,region,sales_amount,units_sold,cost
2024-01-29,Keyboard,North,72.42,7,43.45
2024-01-29,Keyboard,South,57.93,5,34.76
2024-01-29,Keyboard,East,52.24,5,31.34
2024-01-29,Keyboard,West,67.16,6,40.3
2024-01-30,Laptop,North,294.7,29,176.82
2024-01-30,Laptop,South,200.67,20,120.4
2024-01-30,Laptop,East,279.85,27,167.91
2024-01-30,Laptop,West,303.55,30,182.13
2024-01-30,Desktop,North,216.79,21,130.08
2024-01-30,Desktop,South,163.94,16,98.36
2024-01-30,Desktop,East,182.86,18,109.71
2024-01-30,Desktop,West,157.45,15,94.47
2024-01-30,Tablet,North,187.44,18,112.47
2024-01-30,Tablet,South,113.26,11,67.96
2024-01-30,Tablet,East,156.8,15,94.08
2024-01-30,Tablet,West,132.66,13,79.59
2024-01-30,Monitor,North,119.9,11,71.94
2024-01-30,Monitor,South,88.36,8,53.01
2024-01-30,Monitor,East,117.28,11,70.37
2024-01-30,Monitor,West,88.05,8,52.83
2024-01-30,Keyboard,North,68.2,6,40.92
2024-01-30,Keyboard,South,46.36,4,27.82
2024-01-30,Keyboard,East,61.08,6,36.65
2024-01-30,Keyboard,West,61.69,6,37.01
2024-01-31,Laptop,North,311.08,31,186.65
2024-01-31,Laptop,South,187.97,18,112.78
2024-01-31,Laptop,East,288.87,28,173.32
2024-01-31,Laptop,West,277.19,27,166.31
2024-01-31,Desktop,North,224.03,22,134.42
2024-01-31,Desktop,South,197.66,19,118.59
2024-01-31,Desktop,East,175.98,17,105.59
2024-01-31,Desktop,West,149.39,14,89.63
2024-01-31,Tablet,North,131.87,13,79.12
2024-01-31,Tablet,South,151.96,15,91.17
2024-01-31,Tablet,East,169.06,16,101.44
2024-01-31,Tablet,West,140.91,14,84.55
2024-01-31,Monitor,North,117.56,11,70.54
2024-01-31,Monitor,South,72.99,7,43.8
2024-01-31,Monitor,East,136.35,13,81.81
2024-01-31,Monitor,West,96.16,9,57.7
2024-01-31,Keyboard,North,71.94,7,43.16
2024-01-31,Keyboard,South,58.12,5,34.87
2024-01-31,Keyboard,East,69.01,6,41.41
2024-01-31,Keyboard,West,60.81,6,36.49
2024-02-01,Laptop,North,256.67,25,154.0
2024-02-01,Laptop,South,226.57,22,135.94
2024-02-01,Laptop,East,323.47,32,194.08
2024-02-01,Laptop,West,277.97,27,166.78
2024-02-01,Desktop,North,256.86,25,154.12
2024-02-01,Desktop,South,150.03,15,90.02
2024-02-01,Desktop,East,171.53,17,102.92
2024-02-01,Desktop,West,175.37,17,105.22
2024-02-01,Tablet,North,172.28,17,103.37
2024-02-01,Tablet,South,146.03,14,87.62
2024-02-01,Tablet,East,123.31,12,73.99
2024-02-01,Tablet,West,170.09,17,102.06
2024-02-01,Monitor,North,111.78,11,67.07
2024-02-01,Monitor,South,80.93,8,48.56
2024-02-01,Monitor,East,91.19,9,54.71
2024-02-01,Monitor,West,75.18,7,45.11
2024-02-01,Keyboard,North,78.69,7,47.21
2024-02-01,Keyboard,South,53.96,5,32.37
2024-02-01,Keyboard,East,54.7,5,32.82
2024-02-01,Keyboard,West,49.69,4,29.81
2024-02-02,Laptop,North,274.33,27,164.6
2024-02-02,Laptop,South,259.88,25,155.93
2024-02-02,Laptop,East,253.98,25,152.39
2024-02-02,Laptop,West,193.59,19,116.15
2024-02-02,Desktop,North,208.18,20,124.91
2024-02-02,Desktop,South,155.59,15,93.35
2024-02-02,Desktop,East,130.16,13,78.1
2024-02-02,Desktop,West,177.79,17,106.67
2024-02-02,Tablet,North,166.86,16,100.12
2024-02-02,Tablet,South,140.17,14,84.1
2024-02-02,Tablet,East,194.14,19,116.48
2024-02-02,Tablet,West,163.49,16,98.09
2024-02-02,Monitor,North,110.69,11,66.42
2024-02-02,Monitor,South,73.97,7,44.38
2024-02-02,Monitor,East,138.99,13,83.39
2024-02-02,Monitor,West,96.18,9,57.71
2024-02-02,Keyboard,North,71.73,7,43.04
2024-02-02,Keyboard,South,53.54,5,32.12
2024-02-02,Keyboard,East,67.27,6,40.36
2024-02-02,Keyboard,West,58.59,5,35.15
2024-02-03,Laptop,North,267.04,26,160.23
2024-02-03,Laptop,South,201.01,20,120.6
2024-02-03,Laptop,East,262.64,26,157.58
2024-02-03,Laptop,West,223.44,22,134.07
2024-02-03,Desktop,North,196.52,19,117.91
2024-02-03,Desktop,South,163.98,16,98.39
2024-02-03,Desktop,East,191.48,19,114.89
2024-02-03,Desktop,West,213.65,21,128.19
2024-02-03,Tablet,North,115.36,11,69.21
2024-02-03,Tablet,South,147.15,14,88.29
2024-02-03,Tablet,East,182.9,18,109.74
2024-02-03,Tablet,West,106.53,10,63.92
2024-02-03,Monitor,North,110.14,11,66.09
2024-02-03,Monitor,South,82.3,8,49.38
2024-02-03,Monitor,East,86.91,8,52.15
2024-02-03,Monitor,West,86.56,8,51.94
2024-02-03,Keyboard,North,61.93,6,37.16
2024-02-03,Keyboard,South,65.77,6,39.46
2024-02-03,Keyboard,East,73.65,7,44.19
2024-02-03,Keyboard,West,69.47,6,41.68
2024-02-04,Laptop,North,314.94,31,188.97
2024-02-04,Laptop,South,186.24,18,111.74
2024-02-04,Laptop,East,247.57,24,148.54
2024-02-04,Laptop,West,255.48,25,153.29
2024-02-04,Desktop,North,183.72,18,110.23
2024-02-04,Desktop,South,176.98,17,106.19
2024-02-04,Desktop,East,192.71,19,115.63
2024-02-04,Desktop,West,172.17,17,103.3
2024-02-04,Tablet,North,188.73,18,113.24
2024-02-04,Tablet,South,137.23,13,82.34
2024-02-04,Tablet,East,151.78,15,91.07
2024-02-04,Tablet,West,165.35,16,99.21
2024-02-04,Monitor,North,100.02,10,60.01
2024-02-04,Monitor,South,93.34,9,56.0
2024-02-04,Monitor,East,113.78,11,68.27
2024-02-04,Monitor,West,92.61,9,55.56
2024-02-04,Keyboard,North,75.18,7,45.11
2024-02-04,Keyboard,South,45.74,4,27.44
2024-02-04,Keyboard,East,73.84,7,44.31
2024-02-04,Keyboard,West,58.81,5,35.29
2024-02-05,Laptop,North,271.4,27,162.84
2024-02-05,Laptop,South,245.99,24,147.59
2024-02-05,Laptop,East,242.79,24,145.67
2024-02-05,Laptop,West,199.59,19,119.76
2024-02-05,Desktop,North,175.63,17,105.38
2024-02-05,Desktop,South,175.52,17,105.31
2024-02-05,Desktop,East,167.83,16,100.7
2024-02-05,Desktop,West,220.87,22,132.52
2024-02-05,Tablet,North,129.16,12,77.5
2024-02-05,Tablet,South,158.08,15,94.85
2024-02-05,Tablet,East,163.8,16,98.28
2024-02-05,Tablet,West,143.37,14,86.02
2024-02-05,Monitor,North,108.24,10,64.94
2024-02-05,Monitor,South,91.38,9,54.83
2024-02-05,Monitor,East,105.92,10,63.55
2024-02-05,Monitor,West,109.98,10,65.99
2024-02-05,Keyboard,North,73.58,7,44.15
2024-02-05,Keyboard,South,55.43,5,33.26
2024-02-05,Keyboard,East,63.51,6,38.11
2024-02-05,Keyboard,West,60.03,6,36.02
2024-02-06,Laptop,North,302.54,30,181.52
2024-02-06,Laptop,South,172.42,17,103.45
2024-02-06,Laptop,East,222.68,22,133.61
2024-02-06,Laptop,West,265.18,26,159.11
2024-02-06,Desktop,North,223.21,22,133.93
2024-02-06,Desktop,South,160.22,16,96.13
2024-02-06,Desktop,East,200.84,20,120.5
2024-02-06,Desktop,West,189.98,18,113.99
2024-02-06,Tablet,North,163.22,16,97.93
2024-02-06,Tablet,South,118.55,11,71.13
2024-02-06,Tablet,East,164.18,16,98.51
2024-02-06,Tablet,West,128.12,12,76.87
2024-02-06,Monitor,North,122.46,12,73.48
2024-02-06,Monitor,South,69.05,6,41.43
2024-02-06,Monitor,East,120.45,12,72.27
2024-02-06,Monitor,West,102.82,10,61.69
2024-02-06,Keyboard,North,75.17,7,45.1
2024-02-06,Keyboard,South,61.28,6,36.77
2024-02-06,Keyboard,East,80.53,8,48.32
2024-02-06,Keyboard,West,68.33,6,41.0
2024-02-07,Laptop,North,226.42,22,135.85
2024-02-07,Laptop,South,184.97,18,110.98
2024-02-07,Laptop,East,247.68,24,148.61
2024-02-07,Laptop,West,244.69,24,146.81
2024-02-07,Desktop,North,233.49,23,140.1
2024-02-07,Desktop,South,149.94,14,89.97
2024-02-07,Desktop,East,205.85,20,123.51
2024-02-07,Desktop,West,165.94,16,99.56
2024-02-07,Tablet,North,162.41,16,97.44
2024-02-07,Tablet,South,108.92,10,65.35
2024-02-07,Tablet,East,142.7,14,85.62
2024-02-07,Tablet,West,122.01,12,73.21
2024-02-07,Monitor,North,103.02,10,61.81
2024-02-07,Monitor,South,99.19,9,59.51
2024-02-07,Monitor,East,94.79,9,56.87
2024-02-07,Monitor,West,129.15,12,77.49
2024-02-07,Keyboard,North,77.61,7,46.57
2024-02-07,Keyboard,South,56.13,5,33.68
2024-02-07,Keyboard,East,59.99,5,36.0
2024-02-07,Keyboard,West,66.23,6,39.74
2024-02-08,Laptop,North,273.18,27,163.91
2024-02-08,Laptop,South,223.72,22,134.23
2024-02-08,Laptop,East,353.9,35,212.34
2024-02-08,Laptop,West,242.04,24,145.22
2024-02-08,Desktop,North,251.46,25,150.88
2024-02-08,Desktop,South,151.08,15,90.65
2024-02-08,Desktop,East,201.2,20,120.72
2024-02-08,Desktop,West,223.54,22,134.12
2024-02-08,Tablet,North,162.8,16,97.68
2024-02-08,Tablet,South,161.62,16,96.97
2024-02-08,Tablet,East,175.66,17,105.4
2024-02-08,Tablet,West,136.83,13,82.1
2024-02-08,Monitor,North,126.67,12,76.0
2024-02-08,Monitor,South,98.68,9,59.21
2024-02-08,Monitor,East,115.97,11,69.58
2024-02-08,Monitor,West,79.13,7,47.48
2024-02-08,Keyboard,North,66.93,6,40.16
2024-02-08,Keyboard,South,53.44,5,32.06
2024-02-08,Keyboard,East,66.74,6,40.04
2024-02-08,Keyboard,West,65.89,6,39.53
2024-02-09,Laptop,North,301.51,30,180.91
2024-02-09,Laptop,South,185.28,18,111.17
2024-02-09,Laptop,East,283.07,28,169.84
2024-02-09,Laptop,West,264.24,26,158.55
2024-02-09,Desktop,North,236.45,23,141.87
2024-02-09,Desktop,South,187.89,18,112.73
2024-02-09,Desktop,East,223.53,22,134.12
2024-02-09,Desktop,West,194.78,19,116.87
2024-02-09,Tablet,North,175.55,17,105.33
2024-02-09,Tablet,South,105.89,10,63.54
2024-02-09,Tablet,East,170.82,17,102.49
2024-02-09,Tablet,West,151.29,15,90.78
2024-02-09,Monitor,North,121.96,12,73.17
2024-02-09,Monitor,South,74.74,7,44.85
2024-02-09,Monitor,East,93.94,9,56.36
2024-02-09,Monitor,West,111.01,11,66.6
2024-02-09,Keyboard,North,73.42,7,44.05
2024-02-09,Keyboard,South,59.93,5,35.96
2024-02-09,Keyboard,East,67.86,6,40.72
2024-02-09,Keyboard,West,61.7,6,37.02
2024-02-10,Laptop,North,330.08,33,198.05
2024-02-10,Laptop,South,208.29,20,124.98
2024-02-10,Laptop,East,274.78,27,164.87
2024-02-10,Laptop,West,233.05,23,139.83
2024-02-10,Desktop,North,210.49,21,126.3
2024-02-10,Desktop,South,160.41,16,96.25
2024-02-10,Desktop,East,209.2,20,125.52
2024-02-10,Desktop,West,174.42,17,104.65
2024-02-10,Tablet,North,204.91,20,122.94
2024-02-10,Tablet,South,118.84,11,71.31
2024-02-10,Tablet,East,159.27,15,95.56
2024-02-10,Tablet,West,140.24,14,84.14
2024-02-10,Monitor,North,139.36,13,83.61
2024-02-10,Monitor,South,91.01,9,54.61
2024-02-10,Monitor,East,122.26,12,73.36
2024-02-10,Monitor,West,80.94,8,48.56
2024-02-10,Keyboard,North,76.48,7,45.89
2024-02-10,Keyboard,South,61.56,6,36.94
2024-02-10,Keyboard,East,68.58,6,41.15
2024-02-10,Keyboard,West,69.72,6,41.83
2024-02-11,Laptop,North,278.86,27,167.31
2024-02-11,Laptop,South,261.16,26,156.7
2024-02-11,Laptop,East,348.55,34,209.13
2024-02-11,Laptop,West,237.01,23,142.21
2024-02-11,Desktop,North,211.08,21,126.65
2024-02-11,Desktop,South,196.76,19,118.06
2024-02-11,Desktop,East,243.61,24,146.17
2024-02-11,Desktop,West,174.16,17,104.5
2024-02-11,Tablet,North,169.41,16,101.65
2024-02-11,Tablet,South,129.3,12,77.58
2024-02-11,Tablet,East,136.99,13,82.2
2024-02-11,Tablet,West,132.2,13,79.32
2024-02-11,Monitor,North,104.53,10,62.72
2024-02-11,Monitor,South,80.95,8,48.57
2024-02-11,Monitor,East,108.62,10,65.17
2024-02-11,Monitor,West,101.97,10,61.18
2024-02-11,Keyboard,North,88.32,8,52.99
2024-02-11,Keyboard,South,49.04,4,29.42
2024-02-11,Keyboard,East,76.29,7,45.78
2024-02-11,Keyboard,West,60.37,6,36.22
2024-02-12,Laptop,North,296.86,29,178.12
2024-02-12,Laptop,South,242.2,24,145.32
2024-02-12,Laptop,East,236.7,23,142.02
2024-02-12,Laptop,West,260.34,26,156.2
2024-02-12,Desktop,North,228.47,22,137.08
2024-02-12,Desktop,South,177.96,17,106.77
2024-02-12,Desktop,East,212.47,21,127.48
2024-02-12,Desktop,West,241.89,24,145.14
2024-02-12,Tablet,North,165.41,16,99.25
2024-02-12,Tablet,South,125.79,12,75.47
2024-02-12,Tablet,East,151.91,15,91.15
2024-02-12,Tablet,West,139.32,13,83.59
2024-02-12,Monitor,North,110.28,11,66.17
2024-02-12,Monitor,South,102.43,10,61.46
2024-02-12,Monitor,East,128.25,12,76.95
2024-02-12,Monitor,West,92.7,9,55.62
2024-02-12,Keyboard,North,67.17,6,40.3
2024-02-12,Keyboard,South,59.18,5,35.51
2024-02-12,Keyboard,East,63.88,6,38.33
2024-02-12,Keyboard,West,66.96,6,40.18
2024-02-13,Laptop,North,307.09,30,184.26
2024-02-13,Laptop,South,183.92,18,110.35
2024-02-13,Laptop,East,325.87,32,195.52
2024-02-13,Laptop,West,303.7,30,182.22
2024-02-13,Desktop,North,208.3,20,124.98
2024-02-13,Desktop,South,160.78,16,96.47
2024-02-13,Desktop,East,213.18,21,127.91
2024-02-13,Desktop,West,194.89,19,116.94
2024-02-13,Tablet,North,194.1,19,116.46
2024-02-13,Tablet,South,167.47,16,100.48
2024-02-13,Tablet,East,161.38,16,96.83
2024-02-13,Tablet,West,135.52,13,81.31
2024-02-13,Monitor,North,100.05,10,60.03
2024-02-13,Monitor,South,82.04,8,49.23
2024-02-13,Monitor,East,109.48,10,65.69
2024-02-13,Monitor,West,121.46,12,72.88
2024-02-13,Keyboard,North,70.29,7,42.17
2024-02-13,Keyboard,South,57.72,5,34.63
2024-02-13,Keyboard,East,68.57,6,41.14
2024-02-13,Keyboard,West,71.37,7,42.82
2024-02-14,Laptop,North,391.89,39,235.13
2024-02-14,Laptop,South,211.36,21,126.81
2024-02-14,Laptop,East,259.69,25,155.82
2024-02-14,Laptop,West,282.09,28,169.26
2024-02-14,Desktop,North,244.1,24,146.46
2024-02-14,Desktop,South,206.66,20,124.0
2024-02-14,Desktop,East,221.34,22,132.8
2024-02-14,Desktop,West,179.99,17,107.99
2024-02-14,Tablet,North,193.31,19,115.99
2024-02-14,Tablet,South,153.38,15,92.03
2024-02-14,Tablet,East,181.75,18,109.05
2024-02-14,Tablet,West,159.59,15,95.75
2024-02-14,Monitor,North,135.73,13,81.44
2024-02-14,Monitor,South,102.9,10,61.74
2024-02-14,Monitor,East,128.58,12,77.15
2024-02-14,Monitor,West,108.09,10,64.85
2024-02-14,Keyboard,North,73.73,7,44.24
2024-02-14,Keyboard,South,57.41,5,34.45
2024-02-14,Keyboard,East,78.91,7,47.35
2024-02-14,Keyboard,West,56.56,5,33.94
2024-02-15,Laptop,North,315.31,31,189.19
2024-02-15,Laptop,South,215.91,21,129.55
2024-02-15,Laptop,East,277.82,27,166.69
2024-02-15,Laptop,West,290.05,29,174.03
2024-02-15,Desktop,North,231.69,23,139.01
2024-02-15,Desktop,South,170.84,17,102.5
2024-02-15,Desktop,East,174.0,17,104.4
2024-02-15,Desktop,West,205.57,20,123.34
2024-02-15,Tablet,North,195.17,19,117.1
2024-02-15,Tablet,South,170.96,17,102.58
2024-02-15,Tablet,East,160.03,16,96.02
2024-02-15,Tablet,West,154.96,15,92.98
2024-02-15,Monitor,North,124.41,12,74.64
2024-02-15,Monitor,South,107.65,10,64.59
2024-02-15,Monitor,East,109.49,10,65.69
2024-02-15,Monitor,West,104.03,10,62.42
2024-02-15,Keyboard,North,80.98,8,48.59
2024-02-15,Keyboard,South,57.89,5,34.74
2024-02-15,Keyboard,East,65.53,6,39.32
2024-02-15,Keyboard,West,64.38,6,38.63
2024-02-16,Laptop,North,341.79,34,205.08
2024-02-16,Laptop,South,199.64,19,119.78
2024-02-16,Laptop,East,282.27,28,169.36
2024-02-16,Laptop,West,231.62,23,138.97
2024-02-16,Desktop,North,259.62,25,155.77
2024-02-16,Desktop,South,139.67,13,83.8
2024-02-16,Desktop,East,194.58,19,116.75
2024-02-16,Desktop,West,197.95,19,118.77
2024-02-16,Tablet,North,215.7,21,129.42
2024-02-16,Tablet,South,135.35,13,81.21
2024-02-16,Tablet,East,155.74,15,93.44
2024-02-16,Tablet,West,185.43,18,111.26
2024-02-16,Monitor,North,100.41,10,60.24
2024-02-16,Monitor,South,67.2,6,40.32
2024-02-16,Monitor,East,116.96,11,70.18
2024-02-16,Monitor,West,95.02,9,57.01
2024-02-16,Keyboard,North,66.59,6,39.96
2024-02-16,Keyboard,South,61.62,6,36.97
2024-02-16,Keyboard,East,71.48,7,42.89
2024-02-16,Keyboard,West,58.92,5,35.35
2024-02-17,Laptop,North,258.14,25,154.88
2024-02-17,Laptop,South,251.73,25,151.04
2024-02-17,Laptop,East,300.33,30,180.2
2024-02-17,Laptop,West,250.55,25,150.33
2024-02-17,Desktop,North,278.03,27,166.82
2024-02-17,Desktop,South,149.46,14,89.68
2024-02-17,Desktop,East,171.4,17,102.84
2024-02-17,Desktop,West,174.58,17,104.75
2024-02-17,Tablet,North,181.55,18,108.93
2024-02-17,Tablet,South,140.85,14,84.51
2024-02-17,Tablet,East,162.55,16,97.53
2024-02-17,Tablet,West,158.45,15,95.07
2024-02-17,Monitor,North,103.67,10,62.2
2024-02-17,Monitor,South,106.86,10,64.12
2024-02-17,Monitor,East,110.47,11,66.28
2024-02-17,Monitor,West,114.82,11,68.89
2024-02-17,Keyboard,North,79.14,7,47.49
2024-02-17,Keyboard,South,60.13,6,36.08
2024-02-17,Keyboard,East,74.42,7,44.65
2024-02-17,Keyboard,West,66.74,6,40.04
2024-02-18,Laptop,North,328.44,32,197.06
2024-02-18,Laptop,South,264.86,26,158.92
2024-02-18,Laptop,East,286.35,28,171.81
2024-02-18,Laptop,West,275.69,27,165.41
2024-02-18,Desktop,North,226.55,22,135.93
2024-02-18,Desktop,South,200.89,20,120.54
2024-02-18,Desktop,East,193.15,19,115.89
2024-02-18,Desktop,West,231.33,23,138.8
2024-02-18,Tablet,North,182.31,18,109.39
2024-02-18,Tablet,South,114.21,11,68.52
2024-02-18,Tablet,East,170.45,17,102.27
2024-02-18,Tablet,West,140.39,14,84.24
2024-02-18,Monitor,North,134.23,13,80.54
2024-02-18,Monitor,South,84.54,8,50.73
2024-02-18,Monitor,East,106.05,10,63.63
2024-02-18,Monitor,West,79.09,7,47.46
2024-02-18,Keyboard,North,72.25,7,43.35
2024-02-18,Keyboard,South,40.88,4,24.53
2024-02-18,Keyboard,East,56.9,5,34.14
2024-02-18,Keyboard,West,69.31,6,41.58
2024-02-19,Laptop,North,334.65,33,200.79
2024-02-19,Laptop,South,241.26,24,144.75
2024-02-19,Laptop,East,248.92,24,149.35
2024-02-19,Laptop,West,253.87,25,152.32
2024-02-19,Desktop,North,229.67,22,137.8
2024-02-19,Desktop,South,148.87,14,89.32
2024-02-19,Desktop,East,247.83,24,148.7
2024-02-19,Desktop,West,211.21,21,126.73
2024-02-19,Tablet,North,179.04,17,107.43
2024-02-19,Tablet,South,138.3,13,82.98
2024-02-19,Tablet,East,172.62,17,103.57
2024-02-19,Tablet,West,116.43,11,69.86
2024-02-19,Monitor,North,118.98,11,71.39
2024-02-19,Monitor,South,84.54,8,50.73
2024-02-19,Monitor,East,99.11,9,59.47
2024-02-19,Monitor,West,98.75,9,59.25
2024-02-19,Keyboard,North,92.77,9,55.66
2024-02-19,Keyboard,South,61.77,6,37.06
2024-02-19,Keyboard,East,65.49,6,39.3
2024-02-19,Keyboard,West,68.12,6,40.87
2024-02-20,Laptop,North,357.77,35,214.66
2024-02-20,Laptop,South,255.51,25,153.31
2024-02-20,Laptop,East,283.75,28,170.25
2024-02-20,Laptop,West,236.76,23,142.05
2024-02-20,Desktop,North,249.4,24,149.64
2024-02-20,Desktop,South,180.88,18,108.53
2024-02-20,Desktop,East,233.49,23,140.1
2024-02-20,Desktop,West,206.42,20,123.85
2024-02-20,Tablet,North,207.11,20,124.27
2024-02-20,Tablet,South,129.66,12,77.79
2024-02-20,Tablet,East,195.15,19,117.09
2024-02-20,Tablet,West,157.26,15,94.35
2024-02-20,Monitor,North,152.84,15,91.71
2024-02-20,Monitor,South,84.78,8,50.87
2024-02-20,Monitor,East,135.63,13,81.38
2024-02-20,Monitor,West,104.84,10,62.9
2024-02-20,Keyboard,North,70.99,7,42.59
2024-02-20,Keyboard,South,54.37,5,32.62
2024-02-20,Keyboard,East,67.8,6,40.68
2024-02-20,Keyboard,West,67.22,6,40.33
2024-02-21,Laptop,North,327.24,32,196.35
2024-02-21,Laptop,South,215.83,21,129.5
2024-02-21,Laptop,East,281.92,28,169.15
2024-02-21,Laptop,West,321.29,32,192.77
2024-02-21,Desktop,North,277.96,27,166.78
2024-02-21,Desktop,South,182.32,18,109.39
2024-02-21,Desktop,East,212.98,21,127.79
2024-02-21,Desktop,West,195.46,19,117.28
2024-02-21,Tablet,North,198.3,19,118.98
2024-02-21,Tablet,South,122.22,12,73.33
2024-02-21,Tablet,East,164.54,16,98.72
2024-02-21,Tablet,West,124.18,12,74.51
2024-02-21,Monitor,North,129.12,12,77.47
2024-02-21,Monitor,South,99.52,9,59.71
2024-02-21,Monitor,East,106.71,10,64.03
2024-02-21,Monitor,West,121.69,12,73.02
2024-02-21,Keyboard,North,66.07,6,39.64
2024-02-21,Keyboard,South,47.94,4,28.77
2024-02-21,Keyboard,East,72.53,7,43.52
2024-02-21,Keyboard,West,72.11,7,43.26
2024-02-22,Laptop,North,370.05,37,222.03
2024-02-22,Laptop,South,219.68,21,131.81
2024-02-22,Laptop,East,319.24,31,191.54
2024-02-22,Laptop,West,256.7,25,154.02
2024-02-22,Desktop,North,227.41,22,136.45
2024-02-22,Desktop,South,191.95,19,115.17
2024-02-22,Desktop,East,228.88,22,137.33
2024-02-22,Desktop,West,157.92,15,94.75
2024-02-22,Tablet,North,217.55,21,130.53
2024-02-22,Tablet,South,161.6,16,96.96
2024-02-22,Tablet,East,157.8,15,94.68
2024-02-22,Tablet,West,161.84,16,97.1
2024-02-22,Monitor,North,130.89,13,78.53
2024-02-22,Monitor,South,95.64,9,57.39
2024-02-22,Monitor,East,106.19,10,63.72
2024-02-22,Monitor,West,95.08,9,57.05
2024-02-22,Keyboard,North,77.13,7,46.28
2024-02-22,Keyboard,South,65.93,6,39.56
2024-02-22,Keyboard,East,75.4,7,45.24
2024-02-22,Keyboard,West,61.68,6,37.01
2024-02-23,Laptop,North,338.2,33,202.92
2024-02-23,Laptop,South,155.9,15,93.54
2024-02-23,Laptop,East,322.46,32,193.48
2024-02-23,Laptop,West,206.49,20,123.89
2024-02-23,Desktop,North,223.03,22,133.82
2024-02-23,Desktop,South,151.94,15,91.16
2024-02-23,Desktop,East,181.37,18,108.82
2024-02-23,Desktop,West,220.13,22,132.08
2024-02-23,Tablet,North,176.15,17,105.69
2024-02-23,Tablet,South,145.3,14,87.18
2024-02-23,Tablet,East,169.8,16,101.88
2024-02-23,Tablet,West,163.8,16,98.28
2024-02-23,Monitor,North,125.27,12,75.16
2024-02-23,Monitor,South,79.27,7,47.56
2024-02-23,Monitor,East,126.97,12,76.18
2024-02-23,Monitor,West,97.55,9,58.53
2024-02-23,Keyboard,North,63.6,6,38.16
2024-02-23,Keyboard,South,55.31,5,33.19
2024-02-23,Keyboard,East,83.52,8,50.11
2024-02-23,Keyboard,West,71.05,7,42.63
2024-02-24,Laptop,North,298.84,29,179.3
2024-02-24,Laptop,South,224.11,22,134.47
2024-02-24,Laptop,East,274.83,27,164.9
2024-02-24,Laptop,West,321.79,32,193.08
2024-02-24,Desktop,North,243.86,24,146.31
2024-02-24,Desktop,South,183.87,18,110.32
2024-02-24,Desktop,East,239.58,23,143.75
2024-02-24,Desktop,West,199.99,19,120.0
2024-02-24,Tablet,North,181.24,18,108.74
2024-02-24,Tablet,South,136.94,13,82.17
2024-02-24,Tablet,East,169.85,16,101.91
2024-02-24,Tablet,West,155.03,15,93.02
2024-02-24,Monitor,North,135.03,13,81.02
2024-02-24,Monitor,South,93.98,9,56.39
2024-02-24,Monitor,East,123.85,12,74.31
2024-02-24,Monitor,West,102.83,10,61.7
2024-02-24,Keyboard,North,78.56,7,47.13
2024-02-24,Keyboard,South,44.9,4,26.94
2024-02-24,Keyboard,East,78.92,7,47.35
2024-02-24,Keyboard,West,67.47,6,40.48
2024-02-25,Laptop,North,348.27,34,208.96
2024-02-25,Laptop,South,156.06,15,93.64
2024-02-25,Laptop,East,355.23,35,213.14
2024-02-25,Laptop,West,256.1,25,153.66
2024-02-25,Desktop,North,264.18,26,158.51
2024-02-25,Desktop,South,154.64,15,92.78
2024-02-25,Desktop,East,229.9,22,137.94
2024-02-25,Desktop,West,171.51,17,102.91
2024-02-25,Tablet,North,173.93,17,104.36
2024-02-25,Tablet,South,171.56,17,102.94
2024-02-25,Tablet,East,168.01,16,100.81
2024-02-25,Tablet,West,160.09,16,96.05
2024-02-25,Monitor,North,137.47,13,82.48
2024-02-25,Monitor,South,99.06,9,59.43
2024-02-25,Monitor,East,116.51,11,69.91
2024-02-25,Monitor,West,108.49,10,65.1
2024-02-25,Keyboard,North,99.72,9,59.83
2024-02-25,Keyboard,South,58.18,5,34.91
2024-02-25,Keyboard,East,73.24,7,43.94
2024-02-25,Keyboard,West,72.95,7,43.77
2024-02-26,Laptop,North,353.08,35,211.85
2024-02-26,Laptop,South,267.01,26,160.21
2024-02-26,Laptop,East,308.26,30,184.95
2024-02-26,Laptop,West,226.78,22,136.07
2024-02-26,Desktop,North,279.07,27,167.44
2024-02-26,Desktop,South,153.01,15,91.81
2024-02-26,Desktop,East,222.87,22,133.72
2024-02-26,Desktop,West,178.83,17,107.3
